RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31
102001,0,United States,country,,0.02942907592701589,0.02902757619738752,0.028735632183908046,0.028301886792452827,0.02835538752362949,0.028571428571428574,0.028576871785101925,0.028301886792452827,0.028571428571428574,0.028571428571428574,0.027793218454697052,0.02826855123674912,0.027777777777777776,0.02703433360367667,0.026920457364769668,0.02710027100271003,0.027138643067846607,0.02727272727272727,0.02727272727272727,0.02727768685215494,0.027588948879467234,0.027041644131963225,0.026842105263157893,0.0268611833868768,0.027237354085603113,0.029135642602784072,0.028571428571428574,0.026623376623376625,0.025786163522012576,0.026572187776793623,0.027484143763213533,0.028070175438596492,0.02924791086350975,0.029411764705882356,0.029449838187702266,0.02985965959988056,0.0310563828705764,0.03225806451612903,0.03333333333333333,0.03517241379310345,0.03642987249544626,0.036727272727272726,0.03597122302158273,0.03572704537334762,0.03474903474903475,0.034482758620689655,0.03442857142857143,0.03449465332873405,0.035739814152966405,0.037043897017966294,0.03725931482870718,0.03649635036496351,0.03636694244931357,0.03571428571428572,0.03389830508474576,0.03258064516129033,0.031578947368421054,0.032268473701193935,0.03170887422855927,0.0310077519379845,0.030487804878048783,0.03007518796992481,0.030201342281879193,0.030303030303030304,0.030727985151577646,0.030308540946838818,0.030300091818460054,0.0300462249614792,0.029729729729729728,0.02985965959988056,0.02910413824465666,0.02865329512893983,0.02826855123674912,0.027816411682892905,0.027816411682892905,0.02785515320334262,0.02782608695652174,0.02820512820512821,0.028208744710860368,0.027793218454697052,0.027777777777777776,0.02766974108234248,0.02702702702702703,0.02702702702702703,0.026666666666666665,0.02679049830326844,0.02702702702702703,0.02703433360367667,0.026933333333333333,0.027692307692307693,0.027772376513202853
394913,1,"New York, NY",msa,NY,0.03659711452605856,0.03510157525076349,0.03586206896551724,0.035024154589371984,0.03501283807954659,0.034482812128502606,0.03368421052631579,0.0333555703802535,0.03471264367816092,0.03474903474903475,0.03454231433506045,0.03577817531305903,0.034129692832764506,0.03368421052631579,0.03333344444481482,0.033827124655195065,0.033444816053511704,0.033391915641476276,0.03260869565217391,0.03204990320499032,0.03327808870499285,0.03270440251572327,0.03260869565217391,0.03236245954692557,0.03230893500683484,0.032432432432432434,0.03189066059225513,0.03225806451612903,0.03104813502813086,0.03113292100789084,0.033444816053511704,0.03351235385590048,0.035398230088495575,0.0351493848857645,0.03508771929824561,0.03387096774193549,0.03460207612456748,0.035842293906810034,0.03529411764705882,0.037037037037037035,0.0379746835443038,0.03783031988873436,0.038461538461538464,0.03807531380753138,0.038348082595870206,0.03765690376569038,0.03695014980522612,0.0373448275862069,0.037219480219017505,0.041600000000000005,0.04166666666666667,0.03944140403849783,0.0404122044857547,0.04166666666666667,0.04,0.038093405888711775,0.03855421686746988,0.03911411228691277,0.038461538461538464,0.038068798772277805,0.037721324095458045,0.035842293906810034,0.03710575139146568,0.038461538461538464,0.038461538461538464,0.03861003861003861,0.03850962740685172,0.03755868544600939,0.039634246728260436,0.03987473903966597,0.03861003861003861,0.03767660910518053,0.037228498074454434,0.037043897017966294,0.038461538461538464,0.0392156862745098,0.04017857142857143,0.03954802259887006,0.040008001600320066,0.03718518518518518,0.03861003861003861,0.03773584905660377,0.037276742091851396,0.03571325254979045,0.03614457831325301,0.03702277070771419,0.037037037037037035,0.038461538461538464,0.03877909402256697,0.03846213018661825,0.03755868544600939
753899,2,"Los Angeles, CA",msa,CA,0.026548672566371685,0.02584615384615385,0.026954177897574122,0.026700594123638927,0.025975712818159885,0.026016260162601626,0.02564205128205128,0.025006251562890724,0.025803054239073198,0.026318892332569736,0.0257201646090535,0.02473787069914872,0.02542372881355932,0.02501114374167628,0.024756189047261814,0.025322866548493292,0.025,0.02486348088732423,0.025031289111389236,0.024691358024691357,0.02439421044072207,0.02555551277775639,0.025289778714436252,0.02385451966081932,0.025243835464069463,0.02819440083725798,0.02788867973094087,0.026190275436624774,0.024524840611091062,0.025697675496320464,0.026550442477876107,0.0275049115913556,0.028573061317789587,0.02810810810810811,0.02810810810810811,0.02684563758389262,0.02970588235294118,0.03076925443790624,0.03155805090036871,0.0334075723830735,0.034334763948497854,0.03577817531305903,0.03513395495385679,0.03333333333333333,0.03231017770597738,0.03333333333333333,0.03265496236888989,0.029411764705882356,0.03571428571428572,0.03700906344410876,0.03571330174826709,0.03566790352504638,0.037037024691353906,0.03517241379310345,0.035023041474654376,0.03225806451612903,0.03150928183886159,0.03231017770597738,0.0325,0.030323254834066386,0.031124497991967873,0.03124878906098633,0.030816640986132515,0.033783783783783786,0.03414634146341464,0.03387096774193549,0.034617604886026304,0.03261730588135879,0.03281378178835111,0.03225806451612903,0.031578947368421054,0.030908503580911264,0.03075646999423002,0.030403813313238652,0.03173959924569914,0.03333333333333333,0.03252032520325203,0.03252032520325203,0.03163395739186572,0.030787230915364887,0.030555555555555555,0.03010033444816054,0.029411799307999184,0.027879523925188245,0.02780094738085242,0.030037546933667083,0.03142857142857143,0.031067961165048542,0.030732860520094562,0.03125,0.0306200953992922
394463,3,"Chicago, IL",msa,IL,0.025786163522012576,0.026319252533228057,0.025974025974025976,0.025847457627118646,0.025974025974025976,0.025975712818159885,0.025980774227071967,0.02542372881355932,0.025641025641025644,0.025641025641025644,0.0252475631189078,0.02564760194921775,0.025773195876288662,0.025348189415041782,0.025210084033613446,0.025484310266204596,0.025641025641025644,0.02565418163160595,0.025641025641025644,0.02512562814070352,0.025958561562276734,0.02506265664160401,0.02450980392156863,0.02386634844868735,0.024634146341463416,0.025810300530428258,0.025641025641025644,0.02506265664160401,0.024390243902439025,0.024707412223667104,0.02565418163160595,0.025974025974025976,0.02632271650434325,0.02644107551487414,0.026632386760032045,0.025845746421920567,0.02684563758389262,0.02725681420355089,0.028271881258098715,0.030099076178181097,0.03076923076923077,0.030321406913280776,0.030288837350355202,0.030437046325627107,0.02985074626865672,0.02942907592701589,0.029413667832790927,0.0292618059159315,0.029431824143539162,0.03114186851211073,0.033204427256967595,0.033204427256967595,0.033444816053511704,0.03225806451612903,0.03142857142857143,0.030312215822976663,0.030760372960372963,0.030773965225419295,0.029420417769932334,0.028985507246376812,0.029129449838187705,0.02898970926250415,0.029178282496993547,0.030395136778115506,0.031067961165048542,0.03076923076923077,0.030304554692938232,0.030611255724761786,0.02949640287769784,0.028735632183908046,0.02785515320334262,0.026850143397518646,0.02705627705627706,0.027793218454697052,0.028571428571428574,0.02985074626865672,0.02942907592701589,0.029411764705882356,0.02914285714285714,0.027777777777777776,0.02766915501866296,0.0273972602739726,0.02745280522632506,0.02689075630252101,0.027108108108108108,0.026666666666666665,0.027215363623514576,0.027913468248429867,0.028571428571428574,0.02857959416976279,0.028110047846889953
394514,4,"Dallas, TX",msa,TX,0.023181818181818185,0.02326728205214393,0.02337228714524207,0.022270742358078605,0.02280701754385965,0.022641509433962263,0.02224694104560623,0.021288755536505218,0.021147271264561437,0.02173487710816134,0.021052631578947368,0.021280987353579077,0.022234574763757644,0.02163548613548614,0.02150537634408602,0.021134020618556702,0.020965517241379312,0.020876826722338208,0.02097902097902098,0.021052631578947368,0.02122448979591837,0.02026876542466743,0.02127659574468085,0.020004000800160033,0.020412329046744233,0.02197802197802198,0.0223463687150838,0.020833333333333336,0.020004000800160033,0.020477815699658702,0.020609177125733794,0.02092050209205021,0.021285653469561513,0.022226666666666665,0.02272727272727273,0.02336497568940936,0.02391304347826087,0.024999512499512502,0.026666666666666665,,,0.030341342015585707,0.029320388349514562,0.02890227576974565,0.02702702702702703,0.02746623941405356,0.028571428571428574,0.02703433557949513,0.028571428571428574,0.0333889816360601,,0.029411764705882356,0.029855314318481464,0.02992537313432836,0.02958579881656805,0.02702702702702703,0.025006251562890724,0.025340253563222084,0.025477707006369425,0.024396194193705784,0.02439685551640011,0.02338280167030741,0.024049125979505728,0.023813492846515898,0.024390243902439025,0.022994452607310256,0.02395209580838323,0.023529411764705882,0.022796932547510414,0.022745368279407176,0.022857142857142857,0.022398511643463355,0.022222222222222223,0.02142857142857143,0.02063201880386524,0.021299254526091587,0.021758050478677113,0.02237762237762238,0.022430325800482254,0.02174858634188778,0.02112676056338028,0.021367521367521368,0.021479713603818618,0.02158163283723247,0.02150537634408602,0.021256578947368425,0.021002712325458053,0.021030324093455476,0.021531100478468897,0.022271714922048998,0.02272727272727273
394692,5,"Houston, TX",msa,TX,0.029406055329737234,0.02816901408450704,0.0273972602739726,0.027467811158798285,0.02682926829268293,0.026666666666666665,0.026666666666666665,0.026385224274406333,0.02684563758389262,0.027173913043478264,0.027237354085603113,0.027777777777777776,0.027906976744186046,0.026329647182727754,0.02610294117647059,0.025531914893617023,0.02501042100875365,0.024756189047261814,0.02452830188679245,0.024390243902439025,0.02460456248622878,0.024238045491590726,0.025006251562890724,0.025,0.025012506253126565,0.02667377967457989,0.02710027100271003,0.026150434735793697,0.025,0.024444444444444446,0.024330836860957345,0.024453199744870844,0.02460456942003515,0.0251281410176272,0.025641025641025644,0.026074498567335246,0.027597703278384886,0.02766248800282881,0.028587764436821043,0.029166666666666667,0.03090909090909091,0.031067961165048542,0.03076923076923077,0.03076923076923077,0.02958579881656805,0.02985074626865672,0.028791988421303635,0.028577142857142857,0.029581631802650225,0.030740127689761174,0.030395136778115506,0.031746031746031744,0.03225806451612903,0.03127932742695098,0.030042918454935622,0.028768516599161457,0.02735562310030395,0.02857959416976279,0.029411764705882356,0.030009093664746894,0.02857959416976279,0.02857959416976279,0.028571428571428574,0.028571428571428574,0.029126779160760403,0.02820512820512821,0.02785515320334262,0.027567567567567567,0.027535426507363153,0.027510252261869185,0.027906976744186046,0.027777777777777776,0.02703433360367667,0.026696329254727473,0.026548672566371685,0.026696329254727473,0.026260696875836854,0.026696329254727473,0.027777777777777776,0.02702702702702703,0.026645645019550423,0.02644743534270077,0.02702702702702703,0.028029554939271034,0.026548672566371685,0.02641509433962264,0.026022304832713755,0.026666666666666665,0.02682926829268293,0.02727272727272727,0.027300525781754452
395209,6,"Washington, DC",msa,VA,0.026385224274406333,0.025316455696202535,0.024251006233575213,0.02365454834100651,0.02409928942087947,0.02376470588235294,0.023163841807909608,0.022598870056497175,0.023809523809523808,0.02440214738897023,0.02517162471395881,0.026074498567335246,0.026143790849673203,0.025552661959352428,0.025006251562890724,0.02444987775061125,0.024396194193705784,0.023809523809523808,0.023261223540358224,0.02279635258358663,0.02377211672070403,0.023815194093831864,0.023529411764705882,0.024420024420024423,0.025974025974025976,0.0273972602739726,0.02586206896551724,0.023815194093831864,0.023255813953488375,0.023577042152893548,0.025974025974025976,0.025316455696202535,0.02619798928597637,0.025641025641025644,0.025255076270330336,0.02670375521557719,0.026696329254727473,0.02778935721290007,0.027567567567567567,0.03076923076923077,0.03124969726543579,0.02985074626865672,0.028674067333939943,0.02785515320334262,0.026807563959955507,0.026593752490238265,0.02702702702702703,0.028182701652089408,0.028577260665441927,0.028571428571428574,0.030612244897959183,0.031249414061767577,0.03125,0.03000600120024005,0.028585721578136117,0.02703433360367667,0.027027604090675776,0.02735042735042735,0.027095835606473908,0.025316455696202535,0.02712137618778985,0.027982995158635768,0.02766974108234248,0.027777777777777776,0.029413495013254156,0.029148688046647227,0.02779708130646282,0.02727272727272727,0.02672566371681416,0.026846308724832214,0.02702702702702703,0.027099367296931576,0.0273972602739726,0.027031288730405893,0.029320388349514562,0.028632799209677352,0.028382357622640308,0.02766325807384197,0.02657181026279189,0.02523566113634568,0.024539877300613498,0.025,0.02546807768345156,0.025,0.025,0.02785515320334262,0.026666666666666665,0.02727272727272727,0.026036462416451023,0.02652173913043478,0.025609756097560978
394974,7,"Philadelphia, PA",msa,PA,0.031746031746031744,0.030303030303030304,0.030321406913280776,0.02857959416976279,0.029714800361323408,0.02942907592701589,0.02857959416976279,0.028641575989827785,0.029420417769932334,0.029420417769932334,0.030271934325295024,0.031746031746031744,0.031269543464665414,0.02942907592701589,0.02891002111395645,0.028587764436821043,0.029031839360245976,0.02785515320334262,0.0273972602739726,0.027777777777777776,0.028405906430297695,0.02836983349980601,0.028571428571428574,0.02927010003705076,0.029269010148551256,0.030321406913280776,0.02865329512893983,0.028027777777777776,0.02702702702702703,0.028247292658834564,0.028587764436821043,0.029497463975722074,0.030773136458863495,0.030303030303030304,0.02985074626865672,0.03092789882040994,0.0312646560711886,0.03333333333333333,0.03334444814938313,0.03405540295005432,0.03637024913620659,0.03598971722365039,0.03572704537334762,0.03508779624533595,0.03398692810457516,0.033480732785849655,0.03446827006664735,0.03494252873563219,0.035483870967741936,0.03529411764705882,0.03636363636363636,0.03717472118959108,0.038461538461538464,0.035842293906810034,0.03517252506370242,0.03333333333333333,0.03414634146341464,0.03448341262474957,0.03429551300371535,0.03333333333333333,0.0328494623655914,0.0327922619079623,0.03428571428571429,0.033444816053511704,0.034782608695652174,0.03333333333333333,0.03239901191514095,0.03460207612456748,0.032268473701193935,0.033071748878923765,0.03117430457884044,0.03077396595402136,0.03225806451612903,0.03114288913179907,0.033042331681541616,0.032044058744993324,0.032263892199053956,0.030554440806843386,0.03141315830490276,0.02985074626865672,0.03031846669353085,0.030312215822976663,0.028571428571428574,0.029131870266071083,0.02858367930329192,0.03045284836805974,0.03125,0.030212765957446812,0.03076923076923077,0.03076923076923077,0.030303030303030304
394856,8,"Miami, FL",msa,FL,0.031744494832531486,0.0312646560711886,0.03125,0.03021261143944706,0.029320388349514562,0.02785515320334262,0.028070175438596492,0.02785515320334262,0.027501429166388362,0.028070175438596492,0.029166666666666667,0.029962123372303015,0.02978723404255319,0.02978723404255319,0.029411764705882356,0.028846153846153848,0.02819939474615734,0.027785495971103084,0.02725681420355089,0.027173913043478264,0.02727272727272727,0.027777777777777776,0.028571428571428574,0.028571428571428574,0.02949640287769784,0.032033937008761934,0.030395136778115506,0.029156547501108625,0.027777777777777776,0.02868417058734254,0.02857959416976279,0.02823972665858552,0.030303030303030304,0.029411764705882356,0.029166666666666667,0.030015007503751873,0.03225806451612903,0.03151515151515152,0.03114186851211073,0.03333333333333333,0.033983286908077996,0.03461538461538462,0.03368421052631579,0.03369293399243966,0.033469695963887415,0.03316427469653276,0.03333333333333333,0.034138017148089575,0.03586206896551724,0.03813852813852814,0.038461538461538464,0.037721324095458045,0.03855421686746988,0.03853564547206166,0.03657335817674154,0.03461149823781356,0.034334763948497854,0.03338644832941093,0.03333333333333333,0.03409185606060606,0.0339097999321804,0.03395585738539898,0.03306451612903226,0.03296703296703297,0.03286384976525822,0.03183391003460208,0.03175885324512142,0.031192660550458717,0.02985074626865672,0.029957805907172994,0.030026277218709478,0.03125,0.03151515151515152,0.03226972072156471,0.03173278215014442,0.030349013657056147,0.030303048668525474,0.030612244897959183,0.029411764705882356,0.02985074626865672,0.029908808618983224,0.030001500150015,0.03,0.031067961165048542,0.03190559509480591,0.03257328990228013,0.032679738562091505,0.03142857142857143,0.031067961165048542,0.03125,0.03
394347,9,"Atlanta, GA",msa,GA,0.02702702702702703,0.026666666666666665,0.025244669277632723,0.024756189047261814,0.02444987775061125,0.024763761298744545,0.025006251562890724,0.02439421044072207,0.024456521739130436,0.02440214738897023,0.022737608003638016,0.022737608003638016,0.02272727272727273,0.023266635644485806,0.022395659178648507,0.021621621621621623,0.022000000000000002,0.02272727272727273,0.022227161591464772,0.021739130434782608,0.020842017507294707,0.021313614615050023,0.020981955518254304,0.021313614615050023,0.022271714922048998,0.023820867079561693,0.025,0.023529411764705882,0.022490400438837082,0.02244671201814059,0.02272727272727273,0.023255813953488375,0.025357198058672602,0.026074498567335246,0.025980774227071967,0.02609263006600223,0.027567567567567567,0.02785515320334262,0.02820512820512821,0.030303030303030304,0.03076923076923077,0.03226500322650032,0.031585596967782695,0.03333333333333333,0.029535864978902954,0.03018824771287825,0.02909090909090909,0.025974025974025976,0.02703433360367667,0.030927108234838616,0.03,0.03225806451612903,0.03172366751091654,0.031175059952038373,0.028571428571428574,0.027777777777777776,0.026460027405206994,0.027777777777777776,0.026666666666666665,0.027777777777777776,0.026548672566371685,0.02564760194921775,0.02653687158287772,0.02710027100271003,0.02727272727272727,0.027840620079932182,0.02682926829268293,0.026923076923076925,0.02564760194921775,0.02646780829534082,0.026315789473684213,0.026666666666666665,0.025322866548493292,0.0242276061346966,0.02391304347826087,0.024390243902439025,0.024046722178165475,0.02506265664160401,0.025454638016865518,0.025000089286033162,0.02474376866399556,0.02444987775061125,0.02366863905325444,0.023815194093831864,0.022819891357231174,0.02339331619537275,0.022988505747126436,0.024054982817869414,0.023890784982935155,0.025006251562890724,0.02589950808042957
